22.05332,38.98332
22.22055,38.91388
22.40555,38.83748
22.59998,38.75638
22.81582,38.65832
23.03722,38.55665
23.27138,38.44832
23.51277,38.33582
23.74443,38.19443
23.96693,38.00832
24.19360,37.81832
24.41610,37.63082
24.64055,37.44138
24.86472,37.25055
25.31193,36.86805
25.53638,36.67415
25.76555,36.47555
25.98748,36.28248
26.21222,36.08582
26.43915,35.88638
26.66360,35.68750
26.89082,35.48582
27.11693,35.28388
27.34443,35.07972
27.56555,34.87193
27.77527,34.64972
27.98722,34.42222
28.17082,34.17360
28.34998,33.92472
28.52748,33.67582
28.87360,33.18722
29.04805,32.93860
29.21860,32.69415
29.39138,32.44360
29.56222,32.19388
29.72888,31.94805
29.89498,31.69472
30.05777,31.44248
30.33805,31.34277
30.63860,31.28860
30.93693,31.23277
31.23693,31.17693
31.53415,31.12305
31.83972,31.08888
32.14332,31.05610
32.43943,31.02305
32.74388,30.98972
33.04998,30.95527
33.35610,30.93915
33.66998,30.92610
33.98082,30.91305
34.29222,30.89998
34.60805,30.88665
34.91472,30.87332
35.52610,30.84665
35.82222,30.83388
36.11472,30.82138
36.40443,30.81222
36.69665,30.80222
36.98415,30.78638
37.26860,30.75082
37.55415,30.71277
37.83527,30.67693
38.11582,30.63888
38.39582,30.60165
38.67443,30.56415
38.95027,30.48805
39.21665,30.38055
39.48498,30.27138
39.75388,30.15555
40.01888,30.04027
40.28248,29.92498
40.54832,29.80748
40.81082,29.69055
41.07248,29.57277
41.33610,29.46305
41.86498,29.26138
42.13165,29.15665
42.34360,28.93277
42.55222,28.69027
42.75777,28.44693
42.96193,28.20305
43.16777,27.95582
43.37055,27.70915
43.57277,27.46138
43.77582,27.20998
43.97555,26.96138
44.18472,26.72972
44.39472,26.50055
44.60693,26.26610
44.81638,26.03222
45.02748,25.79443
45.23693,25.55610
45.44555,25.31610
45.65582,25.07248
45.86222,24.83027
46.07248,24.58165
46.28222,24.33055
46.48443,24.08610
46.69305,23.83165
46.89915,23.57693
47.10472,23.32110
47.51360,22.80305
47.71638,22.54222
47.93860,22.31138
48.16998,22.10222
48.39555,21.87915
48.60443,21.62055
48.80805,21.36443
49.01165,21.10472
49.21138,20.84748
49.40222,20.59915
49.58998,20.35193
49.77748,20.10305
49.96527,19.85055
50.15443,19.59332
50.34193,19.33582
50.53360,19.06972
50.72722,18.79748
50.91832,18.52610
51.11222,18.24722
51.30665,17.96443
51.49748,17.68360
51.68860,17.39888
51.88777,17.11610
52.08722,16.82888
52.29638,16.54943
52.50443,16.26777
52.71248,15.98248
52.92027,15.69472
53.12998,15.39998
53.33915,15.10248
53.54972,14.79860
53.76193,14.48832
53.97555,14.17055
54.18527,13.85305
54.39943,13.52415
54.82415,12.85777
55.03388,12.52082
55.23527,12.19332
55.43888,11.85638
55.63832,11.52222
55.82777,11.19943
56.01472,10.87693
56.19638,10.55832
56.37582,10.24027
56.55498,9.91777
56.73082,9.59610
56.90555,9.27305
57.07777,8.94943
57.25110,8.61915
57.42665,8.27972
57.60110,7.93777
57.77582,7.58998
57.94888,7.23972
58.12332,6.88138
58.29915,6.51498
58.47193,6.14860
58.64498,5.77638
58.81832,5.39693
58.98860,5.01777
59.15665,4.63748
59.32332,4.25443
59.48998,3.86472
59.65415,3.47443
59.81832,3.07722
59.98222,2.67472
60.14443,2.26748
60.30360,1.86277
60.46082,1.45498
60.61805,1.03998
60.77248,0.62415
60.92582,0.20498
61.05165,0.24860
61.14915,0.72722
61.24582,1.21165
61.34110,1.70277
61.43360,2.18998
61.52693,2.69527
61.61888,3.20498
61.70805,3.71332
61.79610,4.22915
61.88277,4.75248
61.96915,5.28915
62.05332,5.82582
62.13582,6.37165
62.29498,7.47248
62.37165,8.03110
62.44638,8.59527
62.51998,9.16972
62.59082,9.74527
