62.64582,10.33305
62.68750,10.93443
62.72665,11.53555
62.76332,12.14027
62.79777,12.75110
62.82915,13.35915
62.85805,13.97222
62.88415,14.58193
62.90777,15.19527
62.92915,15.82165
62.94748,16.44305
62.96305,17.06943
62.97638,17.70777
62.98665,18.34193
62.99388,18.97748
62.99832,19.61805
63.00832,20.24722
63.02832,20.88165
63.04527,21.51777
63.05943,22.14805
63.07943,23.43165
63.08498,24.06527
63.08777,24.71138
63.08777,25.35138
63.08472,26.00165
63.07860,26.64693
63.06972,27.28472
63.05805,27.91998
63.04388,28.54360
63.02665,29.17665
63.00638,29.80860
62.97360,30.41527
62.93165,31.03915
62.88777,31.65277
62.84110,32.26222
62.79165,32.87443
62.73998,33.47972
62.68582,34.08110
62.62860,34.68443
62.56915,35.28138
62.50748,35.87415
62.44360,36.46388
62.37638,37.05582
62.30748,37.63805
62.22360,38.31832
62.14722,38.91388
62.07055,39.48748
61.98998,40.06915
61.89915,40.64582
61.80777,41.21665
61.71498,41.77777
61.61915,42.33248
61.52248,42.88610
61.42138,43.44472
61.31915,43.99388
61.21582,44.53248
61.10972,45.07138
61.00443,45.59248
60.89693,46.10915
60.78777,46.62305
60.67888,47.12305
60.56748,47.62193
60.45472,48.11610
60.33943,48.60915
60.22443,49.09027
60.10777,49.56722
59.99082,50.03472
59.86748,50.49305
59.74305,50.94832
59.61610,51.40388
59.48998,51.84722
59.36110,52.29082
59.23222,52.72610
59.10415,53.15193
58.97360,53.57665
58.84248,53.99582
58.70943,54.41443
58.57527,54.82860
58.43832,55.24360
58.29972,55.65722
57.91027,56.90860
57.77888,57.32248
57.64860,57.72722
57.51748,58.12722
57.38472,58.52498
57.25110,58.91805
57.11360,59.31638
56.97610,59.70888
56.84027,60.08972
56.70498,60.46277
56.56888,60.83277
56.43498,61.19082
56.29832,61.55222
56.16165,61.90722
56.02527,62.25638
55.88943,62.59972
55.75110,62.94443
55.61415,63.28110
55.47610,63.61527
55.33582,63.95082
55.19443,64.28415
55.05415,64.61082
54.91027,64.94082
54.76498,65.26998
54.61972,65.59472
54.47055,65.92388
54.32222,66.24638
54.17277,66.56805
54.01915,66.89360
53.86443,67.21748
53.70777,67.54165
53.54915,67.86472
53.38722,68.19055
53.22360,68.51555
53.06138,68.83415
52.89498,69.15610
52.72693,69.47722
52.55832,69.79527
52.38027,70.10027
52.17915,70.36805
51.97388,70.63665
51.76888,70.90138
51.56110,71.16665
51.34915,71.43388
51.14165,71.69277
50.92888,71.95472
50.71360,72.21638
50.49805,72.47555
50.28555,72.72860
50.06915,72.98248
49.85388,73.23277
49.63748,73.48082
49.42138,73.72610
49.20582,73.96832
48.98777,74.21055
48.77305,74.44610
48.55555,74.68277
48.33998,74.91415
48.12777,75.13972
47.91443,75.36443
47.70332,75.58415
47.48915,75.80498
47.27360,76.02498
47.05527,76.24582
46.83860,76.46248
46.62082,76.67832
46.40555,76.88915
46.18943,77.09915
45.97388,77.30665
45.75888,77.51138
45.54777,77.72360
45.34277,77.93972
44.94305,78.35305
44.75998,78.53998
44.58527,78.71748
44.41582,78.88805
44.25305,79.05277
44.13305,79.23027
44.01138,79.32693
43.88360,79.35832
43.79998,79.48055
43.72638,79.58748
